stage_rel_m,area_m2,storage_m3,dSdh_m2
1.250000000000302,57884490000.0,2613659506773.2046,57884490000.00894
1.3000000000003027,57884490000.0,2616553731273.212,57884490000.04312
1.3500000000003034,57884490000.0,2619447955773.209,57884490000.01871
1.4000000000003041,57884490000.0,2622342180273.214,57884490000.01871
1.4500000000003048,57884490000.0,2625236404773.211,57884489999.9064
1.5000000000003055,57884490000.0,2628130629273.2046,57884490000.013824
1.5500000000003062,57884490000.0,2631024853773.2124,57884490000.04312
1.600000000000307,57884490000.0,2633919078273.209,57884490000.013824
1.6500000000003077,57884490000.0,2636813302773.214,57884490000.02359
1.7000000000003084,57884490000.0,2639707527273.2114,57884489999.9064
1.750000000000309,57884490000.0,2642601751773.2046,57884490000.00894
1.8000000000003098,57884490000.0,2645495976273.2124,57884490000.04312
1.8500000000003105,57884490000.0,2648390200773.209,57884490000.013824
1.9000000000003112,57884490000.0,2651284425273.214,57884490000.02359
1.950000000000312,57884490000.0,2654178649773.2114,57884489999.911285
2.0000000000003126,57884490000.0,2657072874273.205,57884490000.00894
2.0500000000003133,57884490000.0,2659967098773.2124,57884490000.03824
2.100000000000314,57884490000.0,2662861323273.209,57884490000.01871
2.1500000000003148,57884490000.0,2665755547773.2144,57884490000.02847
2.2000000000003155,57884490000.0,2668649772273.212,57884489999.9064
2.250000000000316,57884490000.0,2671543996773.205,57884490000.00406
2.300000000000317,57884490000.0,2674438221273.2124,57884490000.03824
2.3500000000003176,57884490000.0,2677332445773.209,57884490000.01871
2.4000000000003183,57884490000.0,2680226670273.2144,57884490000.02359
2.450000000000319,57884490000.0,2683120894773.2114,57884489999.911285
2.5000000000003197,57884490000.0,2686015119273.2056,57884489999.999176
2.5500000000003205,57884490000.0,2688909343773.2114,57884490000.067535
2.600000000000321,57884490000.0,2691803568273.2124,57884489999.99429
2.650000000000322,57884490000.0,2694697792773.211,57884490000.00406
2.7000000000003226,57884490000.0,2697592017273.213,57884489999.9357
2.7500000000003233,57884490000.0,2700486241773.2046,57884489999.97476
2.800000000000324,57884490000.0,2703380466273.2104,57884490000.082184
2.8500000000003247,57884490000.0,2706274690773.213,57884489999.99429
2.9000000000003254,57884490000.0,2709168915273.21,57884489999.98941
2.950000000000326,57884490000.0,2712063139773.212,57884489999.95523
3.000000000000327,57884490000.0,2714957364273.2056,57884489999.999176
3.0500000000003276,57884490000.0,2717851588773.212,57884490000.0773
3.1000000000003283,57884490000.0,2720745813273.2134,57884489999.979645
3.150000000000329,57884490000.0,2723640037773.21,57884489999.98453
3.2000000000003297,57884490000.0,2726534262273.212,57884489999.95523
3.2500000000003304,57884490000.0,2729428486773.2056,57884489999.999176
3.300000000000331,57884490000.0,2732322711273.212,57884490000.09683
3.350000000000332,57884490000.0,2735216935773.2153,57884489999.96011
3.4000000000003325,57884490000.0,2738111160273.208,57884489999.965
3.4500000000003332,57884490000.0,2741005384773.212,57884489999.97476
3.500000000000334,57884490000.0,2743899609273.2056,57884490000.00894
3.5500000000003347,57884490000.0,2746793833773.213,57884490000.101715
3.6000000000003354,57884490000.0,2749688058273.216,57884489999.945465
3.650000000000336,57884490000.0,2752582282773.2075,57884489999.95523
3.700000000000337,57884490000.0,2755476507273.2114,57884489999.979645
3.7500000000003375,57884490000.0,2758370731773.2056,57884490000.00894
3.800000000000338,57884490000.0,2761264956273.2124,57884490000.09683
3.850000000000339,57884490000.0,2764159180773.2153,57884489999.95035
3.9000000000003396,57884490000.0,2767053405273.2075,57884489999.96011
3.9500000000003403,57884490000.0,2769947629773.2114,57884489999.979645
4.000000000000341,57884490000.0,2772841854273.2056,57884490000.02359
4.050000000000342,57884490000.0,2775736078773.214,57884490000.09683
4.1000000000003425,57884490000.0,2778630303273.2153,57884489999.9357
4.150000000000343,57884490000.0,2781524527773.2075,57884489999.95035
4.200000000000344,57884490000.0,2784418752273.2104,57884489999.979645
4.250000000000345,57884490000.0,2787312976773.2056,57884490000.03824
4.300000000000345,57884490000.0,2790207201273.2144,57884490000.101715
4.350000000000346,57884490000.0,2793101425773.216,57884489999.93082
4.400000000000347,57884490000.0,2795995650273.2075,57884489999.945465
4.4500000000003475,57884490000.0,2798889874773.2104,57884489999.979645
4.500000000000348,57884490000.0,2801784099273.2056,57884490000.048004
4.550000000000349,57884490000.0,2804678323773.2153,57884490000.09683
4.60000000000035,57884490000.0,2807572548273.2153,57884489999.925934
4.65000000000035,57884490000.0,2810466772773.208,57884489999.95035
4.700000000000351,57884490000.0,2813360997273.2104,57884489999.97476
4.750000000000352,57884490000.0,2816255221773.2056,57884490000.03824
4.800000000000352,57884490000.0,2819149446273.2144,57884490000.09683
4.850000000000353,57884490000.0,2822043670773.2153,57884489999.94058
4.900000000000354,57884490000.0,2824937895273.2085,57884489999.96011
4.950000000000355,57884490000.0,2827832119773.2114,57884489999.96988
5.000000000000355,57884490000.0,2830726344273.2056,57884489999.88199
